_id,que,choiceA,choiceB,choiceC,choiceD,choiceE,kind,type,source,answer,detail
90096,汉坦病毒感染后的典型病例具有三大主要症状，即发热、出血和,脑功能障碍,肾脏损害,肺水肿,肝损伤,脾脏充血,微生物学,单选,十门联考,B,HFRS典型病例的三大主症，发热，出血，肾损伤。
90097,确定白喉棒状杆菌是,奈瑟染色有异染颗粒,吕氏斜面快速长出灰白菌落,亚碲酸钾平板呈黑色菌落,锡克试验,Elek平板试验,微生物学,单选,十门联考,E,锡克试验用来调查人群对白喉的免疫状态，选项A，不是奈瑟染色，而是革兰染色和aibert染色，选项B是和C 是吕氏血清斜面或亚碲酸钾培养基上，置斜面上长出可疑菌落。选项E，Elek平板就是琼脂平板毒力试验，可以确定棒状杆菌
90098,肥达反应的原理和血清学反应类型属,试管凝集反应,单向免疫电泳,补体结合反应,对流免疫电泳,玻片凝集反应,微生物学,单选,十门联考,A,肥达试验是用已知的伤寒沙门菌菌体（O）抗原和鞭毛H抗原和甲乙型副伤寒杆菌的鞭毛H抗原与受检血清做定量试管凝集试验，测定受检血清中有无相应抗体及其效价高低，以辅助诊断肠热症
90099,细菌内毒素的特征是,只有革兰氏阴性细菌产生,少数革兰氏阳性细菌产生,细菌在生活状态下释放,抗原性强,不耐热,微生物学,单选,十门联考,A,内毒素是格兰阴性菌细胞壁中脂多糖组分，只有当细菌死亡裂解或用人工方法破坏菌体后才释放出来。螺旋体，衣原体，支原体，立克次体亦有类似的脂多糖。
90100,关于革兰染色，叙述错误的是,革兰阳性菌染成深紫色,染色顺序为结晶紫->95%乙醇->碘液->稀释复红,革兰阴性菌染成红色,具有鉴别细菌意义,具有指导选择抗菌药物的意义,微生物学,单选,十门联考,B,染色顺序为结晶紫→碘液→95%乙醇→稀释复红，故B错。
90101,半固体培养基便于观察细菌是否有下列哪种结构,菌毛,鞭毛,荚膜,芽孢,磷壁酸,微生物学,单选,十门联考,B,在半固体培养基中细菌出现两种生长现象，即：有鞭毛的细菌可向穿刺线外扩散性生长呈均匀混浊状；无鞭毛的细菌只能沿穿刺线呈线状生长，周围培养基透明澄清。因此，半固体培养基常用于检查细菌有无鞭毛。
90102,常用于抑制真菌生长的药物有,干扰素,青霉素,灰黄霉素,红霉素,氯霉素,微生物学,单选,十门联考,C,干扰素：抗病毒、抗肿瘤、免疫调节；青霉素、红霉素、氯霉素：杀灭细菌或抑制细菌生长；灰黄霉素：抑制真菌生长。
90103,关于流行性乙型脑炎病毒，哪项错误,蚊是传播媒介,猪是扩增宿主,多为隐性感染,为DNA病毒,病毒外层有包膜,微生物学,单选,十门联考,D,流行性乙型脑炎病毒的传播媒介主要是三带喙库蚊，此外，致乏库蚊、中华按蚊、蠛蠓等亦可能为本病毒的传播媒介，故A正确；家畜、家禽是乙脑病毒的主要传染源，尤其是幼猪，为最重要的传染源，因其缺乏免疫力，在流行季节，感染率高达100%，且具高滴度的病毒血症，故B正确；人群对乙脑病毒普遍易感，绝大多数感染者表现为隐性或顿挫感染，仅少数发展为具典型中枢神经系统症状的乙脑，故C正确；乙脑病毒有包膜，核心核酸为单股正链RNA，故D错，E正确。
90104,支原体不同于L型细菌的是,缺乏细胞壁,具有DNA和RNA两种核酸,可通过细菌滤器,培养时形成油煎蛋样菌落,形态结构不因有无青霉素等诱因而改变,微生物学,单选,十门联考,E,见表“L型细菌与支原体的比较”，可知：两者均缺乏细胞壁，均可通过细菌滤器，培养时均形成油煎蛋样菌落，故A、C、D错；L型细菌细胞壁缺失为青霉素、溶菌酶和胆汁等作用所致，去除条件可恢复，支原体细胞壁缺失为遗传所致，故E正确；支原体和L型细菌同属于原核细胞型微生物，DNA和RNA同时存在，故B错。
90105,破伤风梭菌产生的毒素是,外毒素，属于肠毒素,内毒素，属于神经肠毒素,外毒素，属于神经毒素,内毒素，属于痉挛毒素,以上都不对,微生物学,单选,十门联考,C,破伤风梭菌是革兰阳性菌，可产生破伤风溶血毒素和破伤风痉挛毒素，其中破伤风溶血毒素对氧敏感，可溶解红细胞、粒细胞、血小板、巨噬细胞等，注入小鼠、家兔体内可引起肺水肿及心肌中毒，但对人类的致病作用尚不清楚；破伤风痉挛毒素是由质粒编码的一种神经毒素，为不耐热的蛋白质，痉挛毒素毒性极强，仅次于肉毒毒素，经甲醛处理可脱毒成为类毒素。
90106,下列对原核细胞型微生物结构的描述中，唯一正确的是,有细胞壁，不含肽聚糖,有细胞膜，且含有固醇,细胞质内含有线粒体、内质网、溶酶体等细胞器,细胞核内含染色体,核质（或拟核）为裸露环状DNA，无核膜,微生物学,单选,十门联考,E,原核细胞型微生物有细胞壁，含肽聚糖，故A错；有细胞膜，由脂双层及镶嵌于其中的多种蛋白质组成，但不含胆固醇，故B错；细胞器很不完善，只有核糖体，故C错；细胞核分化程度低，仅有原始核质，故D错。
90107,带菌者是指,体内带有正常菌群者,病原菌潜伏在体内，不向体外排菌者,体内带有条件致病菌者,感染后临床症状明显，并可传染他人者,感染后临床症状消失，但体内病原菌未被彻底清除，又不断向体外排菌者,微生物学,单选,十门联考,E,概念性问题。
90108,内毒素的主要成分是,肽聚糖,蛋白质,脂蛋白,核酸,脂多糖,微生物学,单选,十门联考,E,内毒素是革兰阴性菌细胞壁中的脂多糖（LPS）组分，只有当细菌死亡裂解或用人工方法破坏菌体后才释放出来，耐高温，可引起机体发热（即致热原）、微循环障碍、休克等症状。
90109,高压蒸汽灭菌法通常在103.4kPa（1.05kg/cm2）的压力下维持时间为,1~5分钟,6~10分钟,15~20分钟,30~40分钟,55~60分钟,微生物学,单选,十门联考,C,高压蒸汽灭菌法是一种最有效的灭菌方法，灭菌的温度取决于蒸汽的压力。在一个大气压下，蒸汽的温度为100℃。如果蒸汽被限制在密闭的容器里，温度随着压力的升高也相应升高。在103.4kPa（1.05kg/cm²）蒸汽压力下，温度可达121.3℃，维持15-20min，可杀死包括细菌芽胞在内的所有微生物。
90110,对痢疾患者做微生物学检查，下列哪项对诊断的意义不大,标本采集后应迅速送检培养,分离培养细菌做生化鉴定,去粪便标本增菌培养,取粘液性或脓血便涂片，革兰染色镜检,最后进行血清学鉴定,微生物学,单选,十门联考,C,取粪便标本做微生物学检查。
90111,水痘-带状疱疹病毒的主要靶细胞是,肺,皮肤,肾脏,肝脏,脑,微生物学,单选,十门联考,B,水痘是水痘-带状疱疹病毒（VZV）的一种原发性感染，是常见的儿童传染病。病毒经呼吸道、口咽黏膜、结膜、皮肤等处侵入机体后，在局部黏膜组织短暂复制，进入血液播散至肝、脾等组织大量增值，病毒再次入血并向全身扩散，经两周潜伏期后全身皮肤出现水疱和脓疱疹，即水痘。带状疱疹是VZV的继发感染，仅发生于过去有水痘病史的人，以成年和老年人多发。儿童时期患过水痘，病毒可潜伏在脊髓后根神经或脑神经的感觉神经节中，当机体受到某些刺激，如外伤、发热、受冷、机械压迫、X线照射时，可诱发VZV复活感染。激活的病毒经感觉神经纤维轴突下行至所支配的皮肤细胞内增殖，引起带状疱疹。
90112,决定细菌内毒素的生物学毒性作用的主要结构成分是,脂质A,脂质双层,核心多糖,特异多糖,脂蛋白,微生物学,单选,十门联考,A,脂质A是内毒素发挥毒性和生物学活性的主要成分。由于脂质A无种属特异性，不同种属细菌的脂质A骨架基本一致，因此不同细菌的内毒素的毒性作用基本相似。
90113,鉴别肺炎球菌与甲型链球菌的试验是,胆汁溶菌试验和菊糖发酵试验,胆汁溶菌试验和甘露醇发酵试验,血浆凝固酶试验和甘露醇发酵试验,血浆凝固酶试验和菊糖发酵试验,乳糖发酵试验和蔗糖发酵试验,微生物学,单选,十门联考,A,链球菌一般不分解菊糖，不被胆汁溶解。这两种特性可用来鉴别甲型溶血型链球菌和肺炎球菌，即菊糖发酵试验和胆汁溶菌试验。
90114,艾滋病病毒（HIV）感染的筛查试验与验证试验方法为,ELISA法检测P24抗原及抗-HIV筛查与蛋白印迹（WB）试验确证,ELISA法检测抗HIV抗体筛查与PCR试验确证,间接免疫荧光抗体吸收试验筛查与病毒分离确证,RT-PCR筛查与蛋白印迹试验（WB）确证,明胶颗粒凝集试验与PCR试验,微生物学,单选,十门联考,A,ELISA法检测抗-HIV：由于HIV抗原与其他反转录病毒有交叉反应，故这类试验仅适合于HIV抗体的初筛；阳性者必须做蛋白印迹试验（即免疫印迹试验，WB试验）进一步确诊；ELISA法检测p24抗原：该抗原通常出现在HIV急性感染期和AIDS患者的血清中。在潜伏期感染不易检出。由于HIV抗体通常在感染4～8周，甚至长达6个月后才能在血清中检出，因此，血清中检出核心蛋白p24抗原可作为HIV感染的早期辅助诊断。
90115,引起菌群失调症的原因是,正常菌群的遗传特性明显改变,正常菌群的耐药性明显改变,正常菌群的增殖方式明显改变,正常菌群的组成和数量明显改变,大量使用生态制剂,微生物学,单选,十门联考,D,菌群失调症：长期接受抗生素治疗的患者，体内某些正常菌群被大量杀灭，而对抗生素耐药菌株，如金黄色葡萄球菌、白念珠菌等乘机大量繁殖引起菌群失调，严重者可产生一系列临床表现。故选择D项，正常菌群的组成和数量明显改变。
90116,细菌转导和溶源性转换的共同特点是,需质粒参与,需性菌毛参与,需毒性噬菌体介导,需温和噬菌体介导,供体菌和受体菌直接接触,微生物学,单选,十门联考,D,转导是以温和噬菌体为载体，将供菌的一段DNA转移到受菌内，使受菌获得新的性状；溶原性转换是当噬菌体感染细菌时，宿主菌染色体中整合了噬菌体的DNA片段，当其处于溶原状态时，细菌获得新的性状。这是一种与转导相似但又有本质不同的现象。首先是它的温和型噬菌体不携带任何供体菌的基因，其次是这种噬菌体是正常的完整的，而不是异常情况下产生的缺陷型噬菌体。
90117,可代替立克次体为抗原进行外斐反应的细菌是,大肠埃希菌,痢疾杆菌,变形杆菌,铜绿假单胞菌,百日咳鲍特菌,微生物学,单选,十门联考,C,斑疹伤寒等立克次体的脂多糖与变形杆菌某些菌株的O抗原有共同的抗原成分。由于变形杆菌易于制备，其凝集反应结果又便于观察，因此临床检验中常用这类变形杆菌代替相应的立克次体抗原进行非特异性凝集反应，这种交叉凝集反应叫外斐反应，用于检测人类或动物血清中有无相应抗体，供立克次病的辅助诊断。
90118,病毒性疾病的早期病因学诊断可采用,血凝试验,特异性IgG测定,补体结合试验,特异性IgM测定,中和试验,微生物学,单选,十门联考,D,IgG出现较晚，故B错；补体结合试验对某些病毒性疾病的诊断具有较大的意义，故C错；IgM出现较早、持续时间短，是早期感染的诊断依据，故D正确。
90119,不适用于培养病毒的方法是,适龄鸡胚接种,传代细胞培养,组织器官培养,易感动物接种,人工合成培养,微生物学,单选,十门联考,E,培养病毒的方法有：1、动物接种；2、鸡胚培养；3、组织培养：⑴组织块培养；⑵细胞培养：可分为单层细胞培养和悬浮细胞培养。用于培养病毒的细胞主要有三种类型：①原代细胞；②二倍体细胞；③传代细胞。
90120,对乙肝病毒（HBV）的描述，错误的是,Dane颗粒是完整的HBV，直径为42nm,病毒的外衣壳（包膜）由HBsAg镶嵌于脂质双层构成,病毒的内衣壳由HBcAg组成,HBcAg仅存在于感染的肝细胞膜和胞浆内，很难在血清内发现,病毒的核心含有完整双链DNA和DNA多聚酶，在正股5’末端连接一小段DNA，作为合成引物,微生物学,单选,十门联考,E,病毒DNA为不完全双股环状结构
90121,白喉杆菌获得产生毒素的基因是通过哪种方式获得,转导,溶源性转换,转化,接合,原生质融合,微生物学,单选,十门联考,B,只有携带β棒状杆菌噬菌体的溶原性白喉杆菌才能产生外毒素（溶原性转换：当噬菌体感染细菌使其成为溶原状态，噬菌体的基因整合到宿主菌染色体中，细菌获得新的性状）
90122,下列描述的微生物特征中，不是所有微生物共同特征的一条是,个体微小,分布广泛,种类繁多,可无致病性,只能在活细胞内生长繁殖,微生物学,单选,十门联考,E,微生物：自然界众多体积微小，结构简单，肉眼直接看不见的微小生物的总称。包括非细胞型（病毒），原核细胞型（细菌，支原体等），真核细胞型（真菌）微生物。只有病毒是只能在宿主细胞内以复制方式增殖的微生物。
90123,细菌个体的繁殖方式是,有性繁殖,菌丝断裂,细胞出芽,无性二分裂,核酸复制,微生物学,单选,十门联考,D,细菌一般是以无性二分裂方式进行繁殖。
90124,不是细菌合成代谢产物的是,内毒素,外毒素,类毒素,色素,侵袭性酶类,微生物学,单选,十门联考,C,将细菌外毒素用0.3%-0.4%甲醛处理脱去其毒性，保存其免疫原性即为类毒素。
90125,目前预防百日咳主要采用注射,类毒素,减毒活疫苗,抗毒素,百白破三联疫苗,百白破三联疫苗和百日咳死疫苗均可,微生物学,单选,十门联考,D,防治原则：百白破（DPT）三联疫苗
90126,属于非细胞型微生物的是,柯萨奇病毒,钩端螺旋体,肺炎支原体,白假丝酵母菌,沙眼衣原体,微生物学,单选,十门联考,A,病毒是一类体积微小，结构简单，只有一种类型的核酸，只能在宿主细胞内以复制方式增殖的非细胞型微生物。
